File Name,File Definition,Number of 16S Extracted,Reason for No Extraction,Number of Keep Sequences,Number of Outlier Sequences,Number of different sequences saved
GCF_030851535.1_ASM3085153v1_genomic.gbff.gz,"Klebsiella michiganensis strain LACPHL-BACT-2023-00033 contig00001, whole genome shotgun sequence",0,No matching 16S rRNA product criteria,0,0
GCF_030913565.1_ASM3091356v1_genomic.gbff.gz,"Klebsiella michiganensis strain 9273 1055300001, whole genome shotgun sequence",1,,1,0,1
GCF_031081595.1_ASM3108159v1_genomic.gbff.gz,"Klebsiella michiganensis strain CCRMKO592 contig00001, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031316335.1_ASM3131633v1_genomic.gbff.gz,"Klebsiella grimontii strain 2017E043892A 2017E043892A-17_1, whole genome shotgun sequence",1,,1,0,1
GCF_031593235.1_ASM3159323v1_genomic.gbff.gz,Klebsiella pasteurii strain CM-1 chromosome,8,,7,1,1
GCF_031799435.1_ASM3179943v1_genomic.gbff.gz,"Klebsiella oxytoca strain HD8859 NODE_1_length_476749_cov_104.376659, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799455.1_ASM3179945v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD7768 NODE_1_length_537473_cov_135.036895, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799495.1_ASM3179949v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD8405 HD8405__NODE_1_length_508602_cov_106.371101, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799515.1_ASM3179951v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD7566 HD7566__NODE_1_length_500751_cov_68.344106, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799575.1_ASM3179957v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD7525 HD7525__NODE_1_length_644894_cov_83.917426, whole genome shotgun sequence",1,,1,0,1
GCF_031799615.1_ASM3179961v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD6915 HD_6915__NODE_1_length_562178_cov_73.139548, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799655.1_ASM3179965v1_genomic.gbff.gz,"Klebsiella oxytoca strain HD4353 HD4353__NODE_1_length_509957_cov_87.201330, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799735.1_ASM3179973v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD3867 HD_3867__NODE_1_length_691809_cov_102.822155, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799755.1_ASM3179975v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD3873 HD3873__NODE_1_length_794734_cov_153.004515, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799765.1_ASM3179976v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD3097 HD3097__NODE_1_length_728909_cov_97.351934, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799795.1_ASM3179979v1_genomic.gbff.gz,"Klebsiella oxytoca strain HD2708 HD2708__NODE_1_length_655808_cov_94.731889, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799835.1_ASM3179983v1_genomic.gbff.gz,"Klebsiella pasteurii strain HD2349 2349__NODE_1_length_634254_cov_68.200856, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799915.1_ASM3179991v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD1352 HD1352__1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799955.1_ASM3179995v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD1344 HD1344__1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799975.1_ASM3179997v1_genomic.gbff.gz,"Klebsiella oxytoca strain HD5230 HD_5230__NODE_1_length_441073_cov_124.663240, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031799995.1_ASM3179999v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD1688 HD1688__1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031800055.1_ASM3180005v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD2871 HD2871__NODE_1_length_728884_cov_112.464931, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031800115.1_ASM3180011v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD4543 HD4543__NODE_1_length_508990_cov_140.261986, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031800135.1_ASM3180013v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD6177 HD6177__NODE_1_length_387697_cov_110.628482, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031800155.1_ASM3180015v1_genomic.gbff.gz,"Klebsiella pasteurii strain HD7419 HD7419__F676__NODE_1_length_859533_cov_61.253178, whole genome shotgun sequence",1,,1,0,1
GCF_031800225.1_ASM3180022v1_genomic.gbff.gz,"Klebsiella pasteurii strain HD6089 HD6089__NODE_1_length_804293_cov_118.163582, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031800275.1_ASM3180027v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD4379 HD4379__NODE_1_length_829627_cov_109.247265, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031800315.1_ASM3180031v1_genomic.gbff.gz,"Klebsiella michiganensis strain HD2691 HD2691__NODE_1_length_295959_cov_115.152716, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_031800355.1_ASM3180035v1_genomic.gbff.gz,"Klebsiella oxytoca strain HD2641 HD2641__NODE_1_length_507812_cov_116.356316, whole genome shotgun sequence",1,,1,0,1
GCF_031800375.1_ASM3180037v1_genomic.gbff.gz,"Klebsiella pasteurii strain HD1962 HD1962__NODE_1_length_1266041_cov_110.601690, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032290465.1_ASM3229046v1_genomic.gbff.gz,"Klebsiella grimontii strain LACPHL-BACT-2023-00082 contig00001, whole genome shotgun sequence",0,No matching 16S rRNA product criteria,0,0
GCF_032461035.1_ASM3246103v1_genomic.gbff.gz,"Klebsiella oxytoca strain INSA49888 Ko49888p_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670645.1_ASM3267064v1_genomic.gbff.gz,"Klebsiella grimontii strain H880 NODE_1_length_339617_cov_30.782482, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670665.1_ASM3267066v1_genomic.gbff.gz,"Klebsiella michiganensis strain H809 NODE_1_length_268054_cov_24.797471, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670685.1_ASM3267068v1_genomic.gbff.gz,"Klebsiella michiganensis strain H365 NODE_1_length_234339_cov_30.174753, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670725.1_ASM3267072v1_genomic.gbff.gz,"Klebsiella grimontii strain H459 NODE_1_length_367258_cov_32.184075, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670805.1_ASM3267080v1_genomic.gbff.gz,"Klebsiella grimontii strain H488 NODE_1_length_296726_cov_36.299725, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670825.1_ASM3267082v1_genomic.gbff.gz,"Klebsiella oxytoca strain H611 NODE_1_length_432055_cov_29.683192, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670845.1_ASM3267084v1_genomic.gbff.gz,"Klebsiella grimontii strain H480 NODE_1_length_406723_cov_46.046534, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670895.1_ASM3267089v1_genomic.gbff.gz,"Klebsiella grimontii strain A273 NODE_1_length_333838_cov_52.441771, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032670945.1_ASM3267094v1_genomic.gbff.gz,"Klebsiella oxytoca strain H623 NODE_1_length_544879_cov_39.736205, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032671005.1_ASM3267100v1_genomic.gbff.gz,"Klebsiella oxytoca strain A114 NODE_1_length_1110883_cov_34.454716, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032671025.1_ASM3267102v1_genomic.gbff.gz,"Klebsiella michiganensis strain A073 NODE_1_length_460318_cov_54.575372, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032671045.1_ASM3267104v1_genomic.gbff.gz,"Klebsiella oxytoca strain A006 NODE_1_length_617609_cov_48.504680, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032671085.1_ASM3267108v1_genomic.gbff.gz,"Klebsiella oxytoca strain 6184 NODE_1_length_648899_cov_45.359715, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032671165.1_ASM3267116v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2437 NODE_1_length_448496_cov_48.077004, whole genome shotgun sequence",1,,1,0,1
GCF_032671185.1_ASM3267118v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2294 NODE_1_length_357036_cov_66.992551, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032671225.1_ASM3267122v1_genomic.gbff.gz,"Klebsiella oxytoca strain 2023 NODE_1_length_799038_cov_47.258352, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032671245.1_ASM3267124v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2297 NODE_1_length_617378_cov_40.738841, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032676685.1_ASM3267668v1_genomic.gbff.gz,"Klebsiella michiganensis strain INSA56361 Ko56361_S13p_1, whole genome shotgun sequence",1,,1,0,1
GCF_032676705.1_ASM3267670v1_genomic.gbff.gz,"Klebsiella michiganensis strain INSA48911 Ko48911p_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032676725.1_ASM3267672v1_genomic.gbff.gz,"Klebsiella grimontii strain INSA57168 Ko57168_1_S17p_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032676825.1_ASM3267682v1_genomic.gbff.gz,"Klebsiella grimontii strain INSA57231 Ko57231_S18p_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032676845.1_ASM3267684v1_genomic.gbff.gz,"Klebsiella michiganensis strain INSAA1694 AA1694p_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032676965.1_ASM3267696v1_genomic.gbff.gz,"Klebsiella michiganensis strain INSAA1688 KoBH38_S14p_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677005.1_ASM3267700v1_genomic.gbff.gz,"Klebsiella michiganensis strain INSAA1696 AA1696p_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677065.1_ASM3267706v1_genomic.gbff.gz,"Klebsiella grimontii strain INSA57166 Ko57166_S15p_1, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677145.1_ASM3267714v1_genomic.gbff.gz,"Klebsiella grimontii strain INSA57232 Ko57232_2_S19p_1, whole genome shotgun sequence",1,,1,0,1
GCF_032677205.1_ASM3267720v1_genomic.gbff.gz,"Klebsiella grimontii strain INSA57167 Ko57167_S16p_1, whole genome shotgun sequence",1,,1,0,1
GCF_032677265.1_ASM3267726v1_genomic.gbff.gz,"Klebsiella pasteurii strain ZZV20-11045 NODE_1_length_507009_cov_19.901001, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677325.1_ASM3267732v1_genomic.gbff.gz,"Klebsiella oxytoca strain 12-8430-21 NODE_1_length_501007_cov_19.285561, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677365.1_ASM3267736v1_genomic.gbff.gz,"Klebsiella grimontii strain 12-19119-21 NODE_1_length_808520_cov_22.309082, whole genome shotgun sequence",1,,1,0,1
GCF_032677405.1_ASM3267740v1_genomic.gbff.gz,"Klebsiella michiganensis strain 12-12518-20 NODE_1_length_641385_cov_20.055123, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677425.1_ASM3267742v1_genomic.gbff.gz,"Klebsiella michiganensis strain 04-14752 NODE_1_length_388542_cov_18.757541, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677435.1_ASM3267743v1_genomic.gbff.gz,"Klebsiella grimontii strain ZZV20-11046 NODE_1_length_500673_cov_35.702712, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677545.1_ASM3267754v1_genomic.gbff.gz,"Klebsiella oxytoca strain 12-5816-22 NODE_1_length_493771_cov_22.337586, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032677565.1_ASM3267756v1_genomic.gbff.gz,"Klebsiella michiganensis strain 12-10889-22 NODE_1_length_929951_cov_20.512575, whole genome shotgun sequence",0,No matching 16S rRNA product criteria,0,0
GCF_032677575.1_ASM3267757v1_genomic.gbff.gz,"Klebsiella grimontii strain ZZV20-11058 NODE_1_length_419107_cov_19.284490, whole genome shotgun sequence",0,No matching 16S rRNA product criteria,0,0
GCF_032742035.1_ASM3274203v1_genomic.gbff.gz,"Klebsiella pasteurii strain 23-M-SD-108 NODE_1_length_846511_cov_63.941793, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032742175.1_ASM3274217v1_genomic.gbff.gz,"Klebsiella pasteurii strain 23-M-RB-89 NODE_1_length_465573_cov_72.664473, whole genome shotgun sequence",1,,1,0,1
GCF_032742375.1_ASM3274237v1_genomic.gbff.gz,"Klebsiella grimontii strain 23-M-RB-87 NODE_1_length_515471_cov_68.066361, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032742395.1_ASM3274239v1_genomic.gbff.gz,"Klebsiella pasteurii strain 23-M-RB-86 NODE_1_length_465840_cov_68.854984, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032742415.1_ASM3274241v1_genomic.gbff.gz,"Klebsiella grimontii strain 23-M-RB-85 NODE_1_length_515677_cov_75.433662, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032742455.1_ASM3274245v1_genomic.gbff.gz,"Klebsiella grimontii strain 23-M-RB-83 NODE_1_length_515469_cov_73.481302, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032742475.1_ASM3274247v1_genomic.gbff.gz,"Klebsiella grimontii strain 23-M-RB-78 NODE_1_length_515677_cov_73.182531, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032742495.1_ASM3274249v1_genomic.gbff.gz,"Klebsiella grimontii strain 23-M-RB-80 NODE_1_length_371727_cov_84.573919, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032742515.1_ASM3274251v1_genomic.gbff.gz,"Klebsiella grimontii strain 23-M-RB-30 NODE_1_length_515679_cov_67.611848, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032743195.1_ASM3274319v1_genomic.gbff.gz,"Klebsiella michiganensis strain 23-M-LY-19 NODE_1_length_638858_cov_74.018764, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032743635.1_ASM3274363v1_genomic.gbff.gz,"Klebsiella grimontii strain 23-M-RB-26 NODE_1_length_515679_cov_70.099398, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032744695.1_ASM3274469v1_genomic.gbff.gz,"Klebsiella michiganensis strain 23-C-YW-49-1 NODE_1_length_426895_cov_85.363719, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032744755.1_ASM3274475v1_genomic.gbff.gz,"Klebsiella michiganensis strain 23-C-YW-24 NODE_1_length_427235_cov_73.030738, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032745295.1_ASM3274529v1_genomic.gbff.gz,"Klebsiella michiganensis strain 23-C-SZ-85-1 NODE_1_length_1603997_cov_79.039885, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032745375.1_ASM3274537v1_genomic.gbff.gz,"Klebsiella michiganensis strain 23-C-SZ-33 NODE_1_length_1136067_cov_85.495217, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032746275.1_ASM3274627v1_genomic.gbff.gz,"Klebsiella pasteurii strain 23-C-LY-9 NODE_1_length_523418_cov_68.220283, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032746355.1_ASM3274635v1_genomic.gbff.gz,"Klebsiella pasteurii strain 23-C-LY-23 NODE_1_length_523126_cov_69.136547, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032746795.1_ASM3274679v1_genomic.gbff.gz,"Klebsiella michiganensis strain 23-C-JX-72 NODE_1_length_427147_cov_87.956649, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_032803765.1_ASM3280376v1_genomic.gbff.gz,"Klebsiella grimontii strain 23-M-RB-84 NODE_1_length_515469_cov_73.672795, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_033031495.1_ASM3303149v1_genomic.gbff.gz,"Klebsiella michiganensis strain PP-E732.3 1, whole genome shotgun sequence",8,,7,1,2
GCF_033031515.1_ASM3303151v1_genomic.gbff.gz,"Klebsiella michiganensis strain PP-E700.2B 1, whole genome shotgun sequence",8,,8,0,2
GCF_033031585.1_ASM3303158v1_genomic.gbff.gz,"Klebsiella michiganensis strain PP-E660.1 1, whole genome shotgun sequence",8,,7,1,2
GCF_033099835.1_ASM3309983v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2023EL-00972 NODE_1_length_714078_cov_40.212652, whole genome shotgun sequence",1,,1,0,1
GCF_033099855.1_ASM3309985v1_genomic.gbff.gz,"Klebsiella pasteurii strain 2023EL-00971 NODE_1_length_539840_cov_24.231182, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_033237845.1_ASM3323784v1_genomic.gbff.gz,"Klebsiella michiganensis strain ARS-CC16637 NODE_1_length_225065_cov_21.826969, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_033342075.1_ASM3334207v1_genomic.gbff.gz,"Klebsiella pasteurii strain HN-157 NODE_1_length_555962_cov_75.846645, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_033345475.1_ASM3334547v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2023EL-01145 NODE_100_length_1211_cov_728.480627, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_033345505.1_ASM3334550v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2023EL-01144 NODE_100_length_767_cov_3.443750, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_033447165.1_ASM3344716v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2023EL-01197 NODE_10_length_259956_cov_44.057957, whole genome shotgun sequence",1,,1,0,1
GCF_033447175.1_ASM3344717v1_genomic.gbff.gz,"Klebsiella michiganensis strain 2023EL-01196 NODE_10_length_261924_cov_32.570610, whole genome shotgun sequence",1,,1,0,1
GCF_033860475.1_ASM3386047v1_genomic.gbff.gz,"Klebsiella oxytoca strain SRY435 chromosome, complete genome",8,,8,0,2
GCF_033864495.1_ASM3386449v1_genomic.gbff.gz,"Klebsiella oxytoca strain 86 chromosome, complete genome",8,,8,0,2
GCF_033865735.1_ASM3386573v1_genomic.gbff.gz,"Klebsiella oxytoca strain 45 chromosome, complete genome",8,,5,3,1
GCF_033898965.1_ASM3389896v1_genomic.gbff.gz,"Klebsiella oxytoca strain CIM-Cont-039 NODE_1_length_768546_cov_86.781875, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
GCF_033899885.1_ASM3389988v1_genomic.gbff.gz,"Klebsiella pasteurii strain CIM-Carb-131 NODE_100_length_205_cov_162.757812, whole genome shotgun sequence",1,,1,0,1
GCF_033899945.1_ASM3389994v1_genomic.gbff.gz,"Klebsiella oxytoca strain CIM-Carb-126 NODE_100_length_317_cov_143.654167, whole genome shotgun sequence",0,All rRNA sequences shorter than 1400 bases,0,0
